source,source_id,brand,product_name,category,category_mapped,ingredients,form,image_url,upc_ean,country,lang,raw_json
openfoodfacts,8904221695873,Atom,Atom Creatine Monohydrate,Creatine,creatine,"Creatine Monohydrate (Micronized), Acidity Regulator 330, Sucralose,",,data/images/b1bb6c053f509efd2cbe0a5b64742005.jpg,8904221695873,India,en,"{""brands"": ""Atom"", ""categories"": ""Creatine"", ""code"": ""8904221695873"", ""countries"": ""India"", ""image_url"": ""https://images.openfoodfacts.org/images/products/890/422/169/5873/front_en.11.400.jpg"", ""ingredients_text"": ""Creatine Monohydrate (Micronized), Acidity Regulator 330, Sucralose,"", ""lang"": ""en"", ""product_name"": ""Atom Creatine Monohydrate""}"
openfoodfacts,8906133025731,,,Creatine,creatine,,,data/images/12aa85ca2c274f01c686dbe8baa61d38.jpg,8906133025731,en:united-states,en,"{""categories"": ""Creatine"", ""code"": ""8906133025731"", ""countries"": ""en:united-states"", ""image_url"": ""https://images.openfoodfacts.org/images/products/890/613/302/5731/front_en.3.400.jpg"", ""lang"": ""en""}"
openfoodfacts,4260487727999,,,Creatine,creatine,Creatine monohydrate,,data/images/249a42c9b17c6b4b3e30bce400441b9a.jpg,4260487727999,en:united-states,en,"{""categories"": ""Creatine"", ""code"": ""4260487727999"", ""countries"": ""en:united-states"", ""image_url"": ""https://images.openfoodfacts.org/images/products/426/048/772/7999/front_en.3.400.jpg"", ""ingredients_text"": ""Creatine monohydrate"", ""lang"": ""en""}"
openfoodfacts,0930909033314,Animal,creatine chews,"Dietary supplements,Bodybuilding supplements,Creatine",creatine,,,data/images/a53bfee9c73727b03429d3714b65cd18.jpg,0930909033314,en:united-states,en,"{""brands"": ""Animal"", ""categories"": ""Dietary supplements,Bodybuilding supplements,Creatine"", ""code"": ""0930909033314"", ""countries"": ""en:united-states"", ""image_url"": ""https://images.openfoodfacts.org/images/products/093/090/903/3314/front_en.3.400.jpg"", ""lang"": ""en"", ""product_name"": ""creatine chews""}"
openfoodfacts,4260282011507,Bodybuilding Depot,Creatine Monohydrat Natural,"Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Kreatin",creatine,Creatin-Monohydrat (Creapure® 100%),,data/images/8c7bb69c28e2df55780f87576270cd7b.jpg,4260282011507,,de,"{""brands"": ""Bodybuilding Depot"", ""categories"": ""Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Kreatin"", ""code"": ""4260282011507"", ""countries"": """", ""image_url"": ""https://images.openfoodfacts.org/images/products/426/028/201/1507/front_de.3.400.jpg"", ""ingredients_text"": ""Creatin-Monohydrat (Creapure® 100%)"", ""lang"": ""de"", ""product_name"": ""Creatine Monohydrat Natural""}"
openfoodfacts,4061461662714,,,"Dietary supplements, Bodybuilding supplements, Creatine",creatine,,,,4061461662714,en:austria,en,"{""categories"": ""Dietary supplements, Bodybuilding supplements, Creatine"", ""code"": ""4061461662714"", ""countries"": ""en:austria"", ""lang"": ""en""}"
openfoodfacts,0811836023633,Hi-Tech Pharm,Creatine Monohydrate,"Dietary supplements, Bodybuilding supplements, Creatine",creatine,"Supplement Facts 1 Scoop (59) Amount Per Serving Mehydrate (as Phosphagen S e Established SE Take one (1) scoop daily one (1) serving (5 grams), 4 10-18 z 50ml-40ml water or Serving Pe Conte ace, take (1) serving or day w The water or eon-ai juice. mular supper for people of all ages and achy w a widespread among professional and amat e and athletic performance and t Osaline is especially good during shone can help muscles recover after l Pagrant or lactating women, diabetics medical conditions (including kidney wa licensed physician and/or pharmacist Do not exceed recommended dosage NOT BEEN EVALUATED BY THE FOOD AND DUS TO DIAGNOSE, TREAT CURE OR PRE JUI, worse H-TECH PHARMACEUTICALL 8015 - Unity Deve - www.hap",,data/images/534375a276c5ae4490529790741efc68.jpg,0811836023633,,en,"{""brands"": ""Hi-Tech Pharm"", ""categories"": ""Dietary supplements, Bodybuilding supplements, Creatine"", ""code"": ""0811836023633"", ""image_url"": ""https://images.openfoodfacts.org/images/products/081/183/602/3633/front_en.3.400.jpg"", ""ingredients_text"": ""Supplement Facts 1 Scoop (59) Amount Per Serving Mehydrate (as Phosphagen S e Established SE Take one (1) scoop daily one (1) serving (5 grams), 4 10-18 z 50ml-40ml water or Serving Pe Conte ace, take (1) serving or day w The water or eon-ai juice. mular supper for people of all ages and achy w a widespread among professional and amat e and athletic performance and t Osaline is especially good during shone can help muscles recover after l Pagrant or lactating women, diabetics medical conditions (including kidney wa licensed physician and/or pharmacist Do not exceed recommended dosage NOT BEEN EVALUATED BY THE FOOD AND DUS TO DIAGNOSE, TREAT CURE OR PRE JUI, worse H-TECH PHARMACEUTICALL 8015 - Unity Deve - www.hap"", ""lang"": ""en"", ""product_name"": ""Creatine Monohydrate""}"
openfoodfacts,4895180798177,Stark,Creatine Grape,"Dietary supplements, Bodybuilding supplements, Creatine",creatine,"Creatine Micronized, Grape Flavor.",,data/images/16338f755f50b8af9ae6e4c5c68b2298.jpg,4895180798177,Bolivia,en,"{""brands"": ""Stark"", ""categories"": ""Dietary supplements, Bodybuilding supplements, Creatine"", ""code"": ""4895180798177"", ""countries"": ""Bolivia"", ""image_url"": ""https://images.openfoodfacts.org/images/products/489/518/079/8177/front_en.13.400.jpg"", ""ingredients_text"": ""Creatine Micronized, Grape Flavor."", ""lang"": ""en"", ""product_name"": ""Creatine Grape""}"
openfoodfacts,4260289064865,nu3,Creatine,"Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Kreatin",creatine,100% Kreatinmonohydrat,,data/images/e5dfe26f9f682231958c99dd19761a49.jpg,4260289064865,Deutschland,de,"{""brands"": ""nu3"", ""categories"": ""Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Kreatin"", ""code"": ""4260289064865"", ""countries"": ""Deutschland"", ""image_url"": ""https://images.openfoodfacts.org/images/products/426/028/906/4865/front_de.6.400.jpg"", ""ingredients_text"": ""100% Kreatinmonohydrat"", ""lang"": ""de"", ""product_name"": ""Creatine""}"
openfoodfacts,0856737003926,,Creatine,"Dietary supplements, Bodybuilding supplements, Creatine",creatine,,,data/images/dee356559c4761035205217ea72cf8de.jpg,0856737003926,en:us,en,"{""categories"": ""Dietary supplements, Bodybuilding supplements, Creatine"", ""code"": ""0856737003926"", ""countries"": ""en:us"", ""image_url"": ""https://images.openfoodfacts.org/images/products/085/673/700/3926/front_en.3.400.jpg"", ""lang"": ""en"", ""product_name"": ""Creatine""}"
openfoodfacts,8714411007047,,,"Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Kreatin",,,,data/images/325c5b576b380d2cc37f1dc7f810fea4.jpg,8714411007047,Deutschland,de,"{""brands"": """", ""categories"": ""Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Kreatin"", ""code"": ""8714411007047"", ""countries"": ""Deutschland"", ""image_url"": ""https://images.openfoodfacts.org/images/products/871/441/100/7047/front_de.7.400.jpg"", ""ingredients_text"": """", ""lang"": ""de"", ""product_name"": """"}"
openfoodfacts,5017174009093,,CREATINE,"Dietary supplements, Bodybuilding supplements, Creatine",creatine,,,data/images/e09e26919c37e59743c6ec6779b762a3.jpg,5017174009093,en:gb,en,"{""categories"": ""Dietary supplements, Bodybuilding supplements, Creatine"", ""code"": ""5017174009093"", ""countries"": ""en:gb"", ""image_url"": ""https://images.openfoodfacts.org/images/products/501/717/400/9093/front_en.3.400.jpg"", ""lang"": ""en"", ""product_name"": ""CREATINE""}"
openfoodfacts,2000005226908,Eafit,Pure Créatine,"Compléments alimentaires, Compléments pour le Bodybuilding, en:Creatine",creatine,Créatine,,data/images/44b33564d7760b7ac92bab5daaafc2bd.jpg,2000005226908,France,fr,"{""brands"": ""Eafit"", ""categories"": ""Compléments alimentaires, Compléments pour le Bodybuilding, en:Creatine"", ""code"": ""2000005226908"", ""countries"": ""France"", ""image_url"": ""https://images.openfoodfacts.org/images/products/200/000/522/6908/front_fr.3.400.jpg"", ""ingredients_text"": ""Créatine"", ""lang"": ""fr"", ""product_name"": ""Pure Créatine""}"
openfoodfacts,0631656715545,Muscletech,Creatine,"Dietary supplements, Bodybuilding supplements, Creatine",creatine,,,data/images/23491f7de7180b25182271dfe1909bdf.jpg,0631656715545,en:us,en,"{""brands"": ""Muscletech"", ""categories"": ""Dietary supplements, Bodybuilding supplements, Creatine"", ""code"": ""0631656715545"", ""countries"": ""en:us"", ""image_url"": ""https://images.openfoodfacts.org/images/products/063/165/671/5545/front_en.3.400.jpg"", ""lang"": ""en"", ""product_name"": ""Creatine""}"
openfoodfacts,4250350523193,Body Attack,Muscle Creatine Powder,"Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Kreatin",creatine,Kreatin-Monohydrat 100%,,data/images/1f18625316d2d9337af61f4924288a6b.jpg,4250350523193,Deutschland,de,"{""brands"": ""Body Attack"", ""categories"": ""Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Kreatin"", ""code"": ""4250350523193"", ""countries"": ""Deutschland"", ""image_url"": ""https://images.openfoodfacts.org/images/products/425/035/052/3193/front_de.11.400.jpg"", ""ingredients_text"": ""Kreatin-Monohydrat 100%"", ""lang"": ""de"", ""product_name"": ""Muscle Creatine Powder""}"
openfoodfacts,8718774001995,,,"Dietary supplements, Bodybuilding supplements, Creatine",creatine,,,data/images/a68b664acaa53906ddfe585b0444174e.jpg,8718774001995,Deutschland,en,"{""brands"": """", ""categories"": ""Dietary supplements, Bodybuilding supplements, Creatine"", ""code"": ""8718774001995"", ""countries"": ""Deutschland"", ""image_url"": ""https://images.openfoodfacts.org/images/products/871/877/400/1995/front_en.7.400.jpg"", ""ingredients_text"": """", ""lang"": ""en"", ""product_name"": """"}"
openfoodfacts,0857273008666,Vital Proteins,Collagen Peptides,"Dietary supplements, Proteins, Supplement, Collagen",protein,Collagen peptides (from bovine),,data/images/4f6502730101206ef602c4249e633a6e.jpg,0857273008666,United States,en,"{""brands"": ""Vital Proteins"", ""categories"": ""Dietary supplements, Proteins, Supplement, Collagen"", ""code"": ""0857273008666"", ""countries"": ""United States"", ""image_url"": ""https://images.openfoodfacts.org/images/products/085/727/300/8666/front_en.193.400.jpg"", ""ingredients_text"": ""Collagen peptides (from bovine)"", ""lang"": ""en"", ""product_name"": ""Collagen Peptides""}"
openfoodfacts,0660646000293,Honey smoked fish co,Honey smoked salmon stackers,proteins,vitamins,"Salmon, Water, 22% 30% Sait, Honey, Herbs & Spices, Citric Acid, Garlic, Onion, Color Added Through Feed, Pasteurized Milk and Cream. Salt, Cheese Cultures, Stabelizers (Carob Bean Gum. Xanthan, Gum, Guar Gum), Rice, Sesame Seeds, Expeller - Pressed, Safflower Oil, Wheat free Taman Soy Sauce (Soybean. Rice. Salt). Salt. Garlic Powder and Soybean Tocopherols, Salt, Crystallized Lemon (Citric Acid, Lemon Oil, Lemon Juice). Dehydrated Amount per serving Calories 270 % Daily Value* Total Fat 17g Saturated Fat 6g Trans Fat 0g Polyunsaturated Fat 3g Monounsaturated Fat 6g Cholesterol 60mg 20% Sodium 560mg 24% Total Carbohydrate 13g 5% 1 Chives. Spices. Parsley Dietary Fiber 0g 0% Total Sugars 1g Includes Og Added Sugars 0% Protein 13g 25% Contains Fish (Salmon), Milk. Sesame. Sov. Vitamin D 8.4mcg 40% Calcium 50mg 4% Iron 0.7mg 4% Potassium 230mg 4% *The % Daily Value tells you how much a nutrient in a serving of food contributes to a daily diet 2.000 calories a day is used for general nutrition advice Consume within same day of opening. 063MSSLM_01 Flakes, Cytoguard. May contain small bones.",,data/images/f3474fb4c6af60bf36e72a47d3b22d29.jpg,0660646000293,en:us,en,"{""brands"": ""Honey smoked fish co"", ""categories"": ""proteins"", ""code"": ""0660646000293"", ""countries"": ""en:us"", ""image_url"": ""https://images.openfoodfacts.org/images/products/066/064/600/0293/front_en.3.400.jpg"", ""ingredients_text"": ""Salmon, Water, 22% 30% Sait, Honey, Herbs & Spices, Citric Acid, Garlic, Onion, Color Added Through Feed, Pasteurized Milk and Cream. Salt, Cheese Cultures, Stabelizers (Carob Bean Gum. Xanthan, Gum, Guar Gum), Rice, Sesame Seeds, Expeller - Pressed, Safflower Oil, Wheat free Taman Soy Sauce (Soybean. Rice. Salt). Salt. Garlic Powder and Soybean Tocopherols, Salt, Crystallized Lemon (Citric Acid, Lemon Oil, Lemon Juice). Dehydrated Amount per serving Calories 270 % Daily Value* Total Fat 17g Saturated Fat 6g Trans Fat 0g Polyunsaturated Fat 3g Monounsaturated Fat 6g Cholesterol 60mg 20% Sodium 560mg 24% Total Carbohydrate 13g 5% 1 Chives. Spices. Parsley Dietary Fiber 0g 0% Total Sugars 1g Includes Og Added Sugars 0% Protein 13g 25% Contains Fish (Salmon), Milk. Sesame. Sov. Vitamin D 8.4mcg 40% Calcium 50mg 4% Iron 0.7mg 4% Potassium 230mg 4% *The % Daily Value tells you how much a nutrient in a serving of food contributes to a daily diet 2.000 calories a day is used for general nutrition advice Consume within same day of opening. 063MSSLM_01 Flakes, Cytoguard. May contain small bones."", ""lang"": ""en"", ""product_name"": ""Honey smoked salmon stackers""}"
openfoodfacts,0628872310029,Clement le gourmand,Bacon a l’ancienne,Proteins,,"Pork, Water, Salt, Sugar, Sodium phosphate, Sodium Erythorbate, Sodium bicarbonate, Smoke flavour, Caramel, Sodium nitrite. Protein content: 19%",,data/images/a50f477e475a9ec594ffc5705aff6077.jpg,0628872310029,en:Canada,en,"{""brands"": ""Clement le gourmand"", ""categories"": ""Proteins"", ""code"": ""0628872310029"", ""countries"": ""en:Canada"", ""image_url"": ""https://images.openfoodfacts.org/images/products/062/887/231/0029/front_en.3.400.jpg"", ""ingredients_text"": ""Pork, Water, Salt, Sugar, Sodium phosphate, Sodium Erythorbate, Sodium bicarbonate, Smoke flavour, Caramel, Sodium nitrite. Protein content: 19%"", ""lang"": ""en"", ""product_name"": ""Bacon a l’ancienne""}"
openfoodfacts,0029537000284,Nature’s Bounty • Osteo Bi-Flex,Glucosamine + MSM,"Amino-acids,Nutritional Supplement,Glucosamine + MSM",,,,data/images/eebae8919d567a34ea114d6a0210ea77.jpg,0029537000284,en:Canada,en,"{""brands"": ""Nature’s Bounty • Osteo Bi-Flex, Joint Health"", ""categories"": ""Amino-acids,Nutritional Supplement,Glucosamine + MSM"", ""code"": ""0029537000284"", ""countries"": ""en:Canada"", ""image_url"": ""https://images.openfoodfacts.org/images/products/002/953/700/0284/front_en.3.400.jpg"", ""lang"": ""en"", ""product_name"": ""Glucosamine + MSM""}"
openfoodfacts,0628110219268,SPROOS,Marine Collagen (Hydrolysed Collagen Peptides),"Dietary supplements,Amino-acidsfrom-wild-fish-skins,Hydrolysed-collagen-peptides,Keto-and-paleo-friendly,Never-from-farmed-fish,Nutritional-health-product,Type-1-collagen,Wild-caught-north-atlantic-fish,Amino Acids",protein,"Hydrolyzed Collagen 
(from wild-caught Atlantic fish skin).
_Contains: Fish_

(TYPICAL AMINO ACID PROFILE PER SERVING: 10 g) 
Alanine           756 mg    
Leucine*         198 mg
Arginine          954 mg  
Lysine*            405 mg
Aspartic Acid  423 mg  
Glycine          1,962 mg  
Histidine*.        207 mg  
Hydroxylysine 126 mg  
Glutamic Acid  873 mg  
Methionine*     153 mg 
Phenylalanine* 189 mg  
Proline              945 mg
Serine               540mg   
Hydroxyproline 612 mg. Isoleucine*.       108mg 
Threonine*       333 mg 
Tyrosine             45 mg  
Valine*              153 mg
 (*Essential Amino Acids)",,data/images/b139393beb07683de16eac936f11b805.jpg,0628110219268,en:Canada,en,"{""brands"": ""SPROOS"", ""categories"": ""Dietary supplements,Amino-acidsfrom-wild-fish-skins,Hydrolysed-collagen-peptides,Keto-and-paleo-friendly,Never-from-farmed-fish,Nutritional-health-product,Type-1-collagen,Wild-caught-north-atlantic-fish,Amino Acids"", ""code"": ""0628110219268"", ""countries"": ""en:Canada"", ""image_url"": ""https://images.openfoodfacts.org/images/products/062/811/021/9268/front_en.3.400.jpg"", ""ingredients_text"": ""Hydrolyzed Collagen \n(from wild-caught Atlantic fish skin).\n_Contains: Fish_\n\n(TYPICAL AMINO ACID PROFILE PER SERVING: 10 g) \nAlanine           756 mg    \nLeucine*         198 mg\nArginine          954 mg  \nLysine*            405 mg\nAspartic Acid  423 mg  \nGlycine          1,962 mg  \nHistidine*.        207 mg  \nHydroxylysine 126 mg  \nGlutamic Acid  873 mg  \nMethionine*     153 mg \nPhenylalanine* 189 mg  \nProline              945 mg\nSerine               540mg   \nHydroxyproline 612 mg. Isoleucine*.       108mg \nThreonine*       333 mg \nTyrosine             45 mg  \nValine*              153 mg\n (*Essential Amino Acids)"", ""lang"": ""en"", ""product_name"": ""Marine Collagen (Hydrolysed Collagen Peptides)""}"
openfoodfacts,0642896589704,Deep Fuel Nutrition,BCAA 2:1:1 Powder Strawberry Lemonade,en:amino-acids,amino_acids,"Natural and Artificial Flavors, Citric Acid, Sucralose and Red Beet Powder (for color)",,data/images/59add21420664dde9e3e8c5fb3da39b5.jpg,0642896589704,en:united-states,en,"{""brands"": ""Deep Fuel Nutrition"", ""categories"": ""en:amino-acids"", ""code"": ""0642896589704"", ""countries"": ""en:united-states"", ""image_url"": ""https://images.openfoodfacts.org/images/products/064/289/658/9704/front_en.3.400.jpg"", ""ingredients_text"": ""Natural and Artificial Flavors, Citric Acid, Sucralose and Red Beet Powder (for color)"", ""lang"": ""en"", ""product_name"": ""BCAA 2:1:1 Powder Strawberry Lemonade""}"
